Table,Column,Position,Oracle_Data_Type,SQL_Server_Data_Type,GridName,GridID
R5DWTMPSTORESDAILYSNAP,ZTS_STOREKEY,1,NUMBER,int,,
R5DWTMPSTORESDAILYSNAP,ZTS_ORGKEY,2,NUMBER,int,,
R5DWTMPSTORESDAILYSNAP,ZTS_PARTCLASSKEY,3,NUMBER,int,,
R5DWTRADES,ZTR_KEY,1,NUMBER,int,,
R5DWUOMS,ZUM_KEY,1,"NUMBER(38,0)",int,,
R5DWWARRANTYCLAIMS,ZWC_KEY,1,NUMBER,int,,
R5DWWORKORDERKEYS,KWO_CODE,1,VARCHAR2(30),nvarchar(30),,
R5DWWORKORDERS,ZWO_KEY,1,NUMBER,int,,
R5EAMAPIKEYS,EAK_APPLICATIONNAME,1,VARCHAR2(8),nvarchar(8),,
R5EAMAPIKEYS,EAK_USER,2,VARCHAR2(255),nvarchar(255),,
R5ECSESSIONDETAILS,CSD_PK,1,NUMBER,"numeric(18,0)",,
R5ECSESSIONEQUIPMENT,CSE_PK,1,NUMBER,"numeric(18,0)",,
R5ECSESSIONWARNINGS,CSW_PK,1,NUMBER,"numeric(18,0)",,
R5EDITIONBACKREPS,EBR_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5EDITIONBACKREPS,EBR_MEFLAG,2,VARCHAR2(1),nvarchar(1),,
R5EDITIONFILTERS,EDF_CODE,1,VARCHAR2(40),nvarchar(40),,
R5EDITIONFILTERS,EDF_TYPE,2,VARCHAR2(1),nvarchar(1),,
R5EDITIONFILTERS,EDF_MEFLAG,3,VARCHAR2(1),nvarchar(1),,
R5ELECREC,ELR_ENTITY,1,VARCHAR2(4),nvarchar(4),,
R5ELECREC,ELR_STATUS,2,VARCHAR2(4),nvarchar(4),,
R5ELECREC,ELR_NEWSTATUS,3,VARCHAR2(4),nvarchar(4),,
R5ELECSIGN,ELS_CODE,1,VARCHAR2(30),nvarchar(30),,
R5ELECTRICITYDATA,OED_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5ELECTRICITYDATA,OED_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5ELECTRICITYDATA,OED_DATERECORDED,3,DATE,datetime,,
R5EMPLOYEEORGCHANGE,EOC_PERSON,1,VARCHAR2(15),nvarchar(15),,
R5EMPLOYEEORGCHANGE,EOC_DATE,2,DATE,datetime,,
R5ENERGYPREFERENCES,EPR_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5ENERGYPREFERENCES,EPR_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5ENERGYPREFERENCES,EPR_COMMODITY,3,VARCHAR2(15),nvarchar(15),,
R5ENERGYSTARBUILDINGS,ESB_CUSTOMERID,1,VARCHAR2(100),nvarchar(100),,
R5ENERGYSTARBUILDINGS,ESB_BUILDINGID,2,VARCHAR2(100),nvarchar(100),,
R5ENERGYSTARRATINGALERTS,ESL_CUSTOMERID,1,VARCHAR2(100),nvarchar(100),,
R5ENERGYSTARRATINGALERTS,ESL_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5ENERGYSTARRATINGALERTS,ESL_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5ENERGYSTARRATINGS,ESD_CUSTOMERID,1,VARCHAR2(100),nvarchar(100),,
R5ENERGYSTARRATINGS,ESD_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5ENERGYSTARRATINGS,ESD_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5ENERGYSTARRATINGS,ESD_ENDINGYEAR,4,"NUMBER(4,0)","numeric(4,0)",,
R5ENERGYSTARRATINGS,ESD_ENDINGMONTH,5,"NUMBER(2,0)","numeric(2,0)",,
R5ENERGYSTARREADINGS,ESR_CUSTOMERID,1,VARCHAR2(100),nvarchar(100),,
R5ENERGYSTARREADINGS,ESR_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5ENERGYSTARREADINGS,ESR_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5ENERGYSTARREADINGS,ESR_UOM,4,VARCHAR2(30),nvarchar(30),,
R5ENERGYSTARREADINGS,ESR_DATE,5,DATE,datetime,,
R5ENERGYSTARSETUP,ESS_CUSTOMERID,1,VARCHAR2(100),nvarchar(100),,
R5ENERGYSTARSETUP,ESS_BUILDINGID,2,VARCHAR2(100),nvarchar(100),,
R5ENERGYSTARSETUP,ESS_METERID,3,VARCHAR2(100),nvarchar(100),,
R5ENERGYSTARTXNS,ESX_TXNID,1,VARCHAR2(100),nvarchar(100),,
R5ENERGYTARGETS,EGT_OBJECTIVE,1,VARCHAR2(30),nvarchar(30),,
R5ENERGYTARGETS,EGT_OBJECTIVE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5ENERGYTARGETS,EGT_SCOPE,3,VARCHAR2(4),nvarchar(4),,
R5ENERGYTARGETS,EGT_ACTIVITY,4,VARCHAR2(4),nvarchar(4),,
R5ENERGYTARGETS,EGT_EMISSIONSOURCE,5,VARCHAR2(4),nvarchar(4),,
R5ENTAPPHEADER,EAH_PK,1,NUMBER,int,,
R5ENTITIES,ENT_RENTITY,1,VARCHAR2(4),nvarchar(4),,
R5ENTITYATTRIBUTESETS,ESE_RENTITY,1,VARCHAR2(4),nvarchar(4),,
R5ENTITYATTRIBUTESETS,ESE_ENTITYCODE,2,VARCHAR2(200),nvarchar(200),,
R5ENTITYATTRIBUTESETS,ESE_ATTRIBUTESETDEF,3,VARCHAR2(30),nvarchar(30),,
R5ENTITYATTRIBUTESETS,ESE_NAME,4,VARCHAR2(256),nvarchar(256),,
R5ENTITYINDICATORS,EIN_ENTITY,1,VARCHAR2(4),nvarchar(4),,
R5ENTITYINDICATORS,EIN_CODE,2,VARCHAR2(30),nvarchar(30),,
R5ENTITYINDICATORS,EIN_CODE_ORG,3,VARCHAR2(15),nvarchar(15),,
R5ENTITYINDICATORS,EIN_INDICATOR,4,VARCHAR2(4),nvarchar(4),,
R5ENTITYPARTS,EPA_PK,1,VARCHAR2(30),nvarchar(30),,
R5ENTITYSAFETY,ESF_PK,1,VARCHAR2(30),nvarchar(30),,
R5ENTITYSALESPRICES,ESP_PK,1,VARCHAR2(30),nvarchar(30),,
R5ENTITYTABLES,ETT_RENTITY,1,VARCHAR2(4),nvarchar(4),,
R5EOQTEMP,EOQ_SESSIONID,1,"NUMBER(38,0)","numeric(38,0)",,
R5EOQTEMP,EOQ_STORE,2,VARCHAR2(15),nvarchar(15),,
R5EOQTEMP,EOQ_PART,3,VARCHAR2(30),nvarchar(30),,
R5EOQTEMP,EOQ_PART_ORG,4,VARCHAR2(15),nvarchar(15),,
R5EQUIPCOMMODITYDATA,ECD_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPCOMMODITYDATA,ECD_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5EQUIPCOMMODITYDATA,ECD_COMMODITY,3,VARCHAR2(15),nvarchar(15),,
R5EQUIPCONFIGMPS,ECM_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPCONFIGMPS,ECM_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5EQUIPCONFIGMPS,ECM_MP,3,VARCHAR2(30),nvarchar(30),,
R5EQUIPCONFIGMPS,ECM_MP_ORG,4,VARCHAR2(15),nvarchar(15),,
R5EQUIPCONFIGPMS,EGP_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPCONFIGPMS,EGP_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5EQUIPCONFIGPMS,EGP_PPM,3,VARCHAR2(20),nvarchar(20),,
R5EQUIPCONFIGSESSIONS,EGS_CODE,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPCONFIGSTRUCTURES,ECS_PK,1,NUMBER,"numeric(18,0)",,
R5EQUIPEVALUATIONLIST,EEL_EVALCODE,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPEVALUATIONLIST,EEL_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5EQUIPEVALUATIONLIST,EEL_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5EQUIPEVALUATIONS,EEV_CODE,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPEVENTLOG,EQL_PK,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPFUNCTIONLEVELS,EFL_CODE,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPMENTQUALIFICATIONS,EQU_OBJCODE,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPMENTQUALIFICATIONS,EQU_OBJORG,2,VARCHAR2(15),nvarchar(15),,
R5EQUIPMENTQUALIFICATIONS,EQU_QUALIFICATION,3,VARCHAR2(20),nvarchar(20),,
R5EQUIPMENTQUALIFICATIONS,EQU_QUALIFICATIONSTART,4,DATE,datetime,,
R5EQUIPMENTRANKINGHISTORY,ERH_PK,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPMENTRANKINGS,EQR_RANKINGCODE,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPMENTRANKINGS,EQR_RANKINGORG,2,VARCHAR2(15),nvarchar(15),,
R5EQUIPMENTRANKINGS,EQR_RANKINGREVISION,3,"NUMBER(4,0)","numeric(4,0)",,
R5EQUIPMENTRANKINGS,EQR_OBJCODE,4,VARCHAR2(30),nvarchar(30),,
R5EQUIPMENTRANKINGS,EQR_OBJORG,5,VARCHAR2(15),nvarchar(15),,
R5EQUIPMENTSTRUCTUREDETAIL,STD_SESSION,1,NUMBER,"numeric(18,0)",,
R5EQUIPMENTSTRUCTUREDETAIL,STD_PARENT,2,VARCHAR2(200),nvarchar(200),,
R5EQUIPMENTSTRUCTUREDETAIL,STD_PARENT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5EQUIPMENTSTRUCTUREDETAIL,STD_PARENTTYPE,4,VARCHAR2(1),nvarchar(1),,
R5EQUIPMENTSTRUCTUREDETAIL,STD_CHILD,5,VARCHAR2(200),nvarchar(200),,
R5EQUIPMENTSTRUCTUREDETAIL,STD_CHILD_ORG,6,VARCHAR2(15),nvarchar(15),,
R5EQUIPMENTSTRUCTUREDETAIL,STD_CHILDTYPE,7,VARCHAR2(1),nvarchar(1),,
R5EQUIPMENTUSABILITIES,EUB_EQPUSABILITY,1,VARCHAR2(30),nvarchar(30),,
R5EQUIPMENTUSABILITIES,EUB_ORG,2,VARCHAR2(15),nvarchar(15),,
R5ERRSOURCE,ERS_SOURCE,1,VARCHAR2(32),nvarchar(32),,
R5ERRSOURCE,ERS_TYPE,2,VARCHAR2(4),nvarchar(4),,
R5ERRSOURCE,ERS_NUMBER,3,"NUMBER(4,0)","numeric(4,0)",,
R5ERRTEXTS,ERT_CODE,1,VARCHAR2(12),nvarchar(12),,
R5ERRTEXTS,ERT_LANG,2,VARCHAR2(2),nvarchar(2),,
R5ESTIMATEEVENTLOGS,EEG_PK,1,VARCHAR2(30),nvarchar(30),,
R5EVALCRITERIA,EVC_CODE,1,VARCHAR2(8),nvarchar(8),,
R5EVALCRITERIA,EVC_LINE,2,"NUMBER(8,0)","numeric(8,0)",,
R5EVALRESPONSES,EVR_CODE,1,VARCHAR2(8),nvarchar(8),,
R5EVALRESPONSES,EVR_CLINE,2,"NUMBER(8,0)","numeric(8,0)",,
R5EVALRESPONSES,EVR_RLINE,3,"NUMBER(8,0)","numeric(8,0)",,
R5EVALUATIONCUSTOMFLDPARAMS,ECP_EVALCODE,1,VARCHAR2(30),nvarchar(30),,
R5EVALUATIONCUSTOMFLDPARAMS,ECP_EVALTYPE,2,VARCHAR2(1),nvarchar(1),,
R5EVALUATIONCUSTOMFLDPARAMS,ECP_PROPERTY,3,VARCHAR2(8),nvarchar(8),,
R5EVENTACCOMPLISHMENTS,EAC_PK,1,VARCHAR2(30),nvarchar(30),,
R5EVENTASPECTS,EAS_EVENT,2,VARCHAR2(30),nvarchar(30),,
R5EVENTCOST,EVO_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5EVENTCOSTS,ECT_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5EVENTCOSTS,ECT_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5EVENTCOSTS,ECT_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5EVENTEQUIPREPLACEMENT,EER_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5EVENTEQUIPREPLACEMENT,EER_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5EVENTEQUIPREPLACEMENT,EER_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5EVENTOBJECTS,EOB_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5EVENTOBJECTS,EOB_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5EVENTOBJECTS,EOB_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5EVENTPOINTS,EPO_CODE,1,VARCHAR2(30),nvarchar(30),,
R5EVENTRESOURCES,ERE_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5EVENTRESOURCES,ERE_RESOURCE,2,VARCHAR2(80),nvarchar(80),,
R5EVENTS,EVT_CODE,1,VARCHAR2(30),nvarchar(30),,
R5EVENTSIGNATURE,ETS_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5EVENTSINTERFACE,EVI_TRANSID,1,NUMBER,bigint,,
R5EVENTS_LASTSTATUSUPDATE,ELU_CODE,1,VARCHAR2(30),nvarchar(30),,
R5EVENTTYPEFILTER,ETF_CODE,1,VARCHAR2(30),nvarchar(30),,
R5EVTINSTRUMENTS,EIS_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5EVTINSTRUMENTS,EIS_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5EVTINSTRUMENTS,EIS_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5EVTSTANDARDS,EST_PK,1,NUMBER,int,,
R5EVTSYSTEMS,ESY_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5EVTSYSTEMS,ESY_SYSTEM,2,VARCHAR2(30),nvarchar(30),,
R5EVTSYSTEMS,ESY_SYSTEM_ORG,3,VARCHAR2(15),nvarchar(15),,
R5EVTTESTPOINTS,ETP_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5EVTTESTPOINTS,ETP_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5EVTTESTPOINTS,ETP_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5EVTTESTPOINTS,ETP_SEQ,4,"NUMBER(4,0)","numeric(4,0)",,
R5EXCEPTIONS,EXC_DATE,1,DATE,datetime,,
R5EXCEPTIONS,EXC_PERSON,2,VARCHAR2(15),nvarchar(15),,
R5EXCEPTIONS,EXC_TIME,3,"NUMBER(38,0)","numeric(38,0)",,
R5EXCHRATES,CRR_CODE,1,VARCHAR2(30),nvarchar(30),,
R5EXPORT,EXP_CODE,1,VARCHAR2(30),nvarchar(30),,
R5EXPORTDATA,EPD_SESSIONID,1,NUMBER,"numeric(18,0)",,
R5EXPORTDATA,EPD_LINE,2,"NUMBER(18,0)","numeric(18,0)",,
R5EXPORTFILTERS,EFI_USER,1,VARCHAR2(255),nvarchar(255),,
R5EXPORTFILTERS,EFI_FUNC,2,VARCHAR2(6),nvarchar(6),,
R5EXPORTFILTERS,EFI_NAME,3,VARCHAR2(8),nvarchar(8),,
R5EXPORTSELECTIONS,EPS_SESSIONID,1,NUMBER,"numeric(18,0)",,
R5EXPORTSELECTIONS,EPS_GROUP,2,VARCHAR2(60),nvarchar(60),,
R5EXTCHARGES,ECH_CODE,1,VARCHAR2(8),nvarchar(8),,
R5EXTCHARGES,ECH_INVORD_CODE,2,VARCHAR2(45),nvarchar(45),,
R5EXTCHARGES,ECH_INVORD_ORG,3,VARCHAR2(15),nvarchar(15),,
R5EXTCHARGES,ECH_INVORD_LINE,4,NUMBER,int,,
R5EXTCHARGES,ECH_INVORD,5,VARCHAR2(1),nvarchar(1),,
R5EXTENSIBLEFRAMEWORK,EFR_NAME,1,VARCHAR2(80),nvarchar(30),,
R5EXTINVLINES,EIL_INVOICE,1,VARCHAR2(30),nvarchar(30),,
R5EXTINVLINES,EIL_INVOICE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5EXTINVLINES,EIL_LINE,3,"NUMBER(8,0)","numeric(8,0)",,
R5EXTINVOICES,EIV_CODE,1,VARCHAR2(30),nvarchar(30),,
R5EXTINVOICES,EIV_ORG,2,VARCHAR2(15),nvarchar(15),,
R5EXTMENULANG,EML_EXTMENU,1,VARCHAR2(30),nvarchar(30),,
R5EXTMENULANG,EML_LANG,2,VARCHAR2(2),nvarchar(2),,
R5EXTMENUS,EMN_CODE,1,VARCHAR2(30),nvarchar(30),,
R5EXTTARIFFS,ETA_ARRANGEMENT,1,VARCHAR2(12),nvarchar(12),,
R5EXTTARIFFS,ETA_TRADE,2,VARCHAR2(15),nvarchar(15),,
R5EXTTARIFFS,ETA_TYPE,3,VARCHAR2(4),nvarchar(4),,
R5EXTTARIFFS,ETA_ORG,4,VARCHAR2(15),nvarchar(15),,
R5FACILITIES,FAC_CODE,1,VARCHAR2(10),nvarchar(10),,
R5FAILEDMAILRECIPIENTS,MRP_PK,1,VARCHAR2(30),nvarchar(30),,
R5FAILURECLASSES,FCA_CLASS,1,VARCHAR2(8),nvarchar(8),,
R5FAILURECLASSES,FCA_CLASS_ORG,2,VARCHAR2(15),nvarchar(15),,
R5FAILURECLASSES,FCA_FAILURE,3,VARCHAR2(8),nvarchar(8),,
R5FAILURES,FAL_CODE,1,VARCHAR2(8),nvarchar(8),,
R5FIELDFILTERCLASS,FLC_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5FIELDFILTERCLASS,FLC_CLASS,2,VARCHAR2(8),nvarchar(8),,
R5FIELDFILTERCLASS,FLC_CLASS_ORG,3,VARCHAR2(15),nvarchar(15),,
R5FIELDFILTERTYPE,FFT_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5FIELDFILTERTYPE,FFT_TYPE,2,VARCHAR2(8),nvarchar(8),,
R5FIELDFILTERTYPE,FFT_RTYPE,3,VARCHAR2(4),nvarchar(4),,
R5FIELDFILTERWOOBJTYPE,FFW_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5FIELDFILTERWOOBJTYPE,FFW_TYPE,2,VARCHAR2(4),nvarchar(4),,
R5FIFO,FIF_PK,1,NUMBER,int,,
R5FILTERLINES,FLL_PK,1,VARCHAR2(30),nvarchar(30),,
R5FILTERLINES,FLL_LINE,2,NUMBER,int,,
R5FILTERS,FIL_FUNC,1,VARCHAR2(6),nvarchar(6),,
R5FILTERS,FIL_USER,2,VARCHAR2(255),nvarchar(255),,
R5FILTERS,FIL_BLOCK,3,VARCHAR2(30),nvarchar(30),,
R5FILTERS,FIL_CODE,4,VARCHAR2(12),nvarchar(12),,
R5FILTERTABCOLUMNS,FTC_TABLE,1,VARCHAR2(30),nvarchar(30),,
R5FILTERTABCOLUMNS,FTC_COLUMN,2,VARCHAR2(30),nvarchar(30),,
R5FILTERTABLES,FTA_TABLE,1,VARCHAR2(30),nvarchar(30),,
R5FINCLASSES,FCL_CLASS,1,VARCHAR2(8),nvarchar(8),,
R5FINCLASSES,FCL_CLASS_ORG,2,VARCHAR2(15),nvarchar(15),,
R5FINCLASSES,FCL_FIND,3,VARCHAR2(4),nvarchar(4),,
R5FINDINGS,FND_CODE,1,VARCHAR2(4),nvarchar(4),,
R5FINDPROFILE,FPF_CODE,1,VARCHAR2(30),nvarchar(30),,
R5FINDPROFILE,FPF_PROFILE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5FIRSTACT,ACT_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5FIXEDPAYMENTS,FPA_AGREEMENT,1,VARCHAR2(30),nvarchar(30),,
R5FIXEDPAYMENTS,FPA_LINE,2,"NUMBER(8,0)","numeric(8,0)",,
R5FLDFILTEROPRCHECKLIST,FFO_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5FLDFILTEROPRCHECKLIST,FFO_OBJ_CLASS,2,VARCHAR2(8),nvarchar(8),,
R5FLDFILTEROPRCHECKLIST,FFO_OBJ_CLASS_ORG,3,VARCHAR2(30),nvarchar(30),,
R5FLDFILTEROPRCHECKLIST,FFO_TASK,4,VARCHAR2(20),nvarchar(20),,
R5FLDSNOTCHANGEABLE,FNC_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5FLDSNOTCHANGEABLE,FNC_FIELD,2,VARCHAR2(30),nvarchar(30),,
R5FLEETAUTH,FAU_GROUP,1,VARCHAR2(12),nvarchar(12),,
R5FLEETAUTH,FAU_TICKETTYPE,2,VARCHAR2(4),nvarchar(4),,
R5FLEETBILLINGCODES,FBC_CODE,1,VARCHAR2(15),nvarchar(15),,
R5FLEETBILLINGCODES,FBC_ORG,2,VARCHAR2(15),nvarchar(15),,
R5FLEETBILLINGRATES,FBR_BILLINGCODE,1,VARCHAR2(15),nvarchar(15),,
R5FLEETBILLINGRATES,FBR_BILLINGCODE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5FLEETBILLINGRATES,FBR_STARTDATE,3,DATE,datetime,,
R5FLEETBILLINGRATES,FBR_ORG,4,VARCHAR2(15),nvarchar(15),,
R5FLEETBILLINGSCHEDULES,FSC_PERIODENDDATE,1,DATE,datetime,,
R5FLEETBILLLINES,FBL_BILL,1,VARCHAR2(30),nvarchar(30),,
R5FLEETBILLLINES,FBL_COSTCODE,2,VARCHAR2(30),nvarchar(30),,
R5FLEETBILLLINES,FBL_OBJECT,3,VARCHAR2(30),nvarchar(30),,
R5FLEETBILLLINES,FBL_OBJECT_ORG,4,VARCHAR2(15),nvarchar(15),,
R5FLEETBILLLINES,FBL_ADJUSTMENT,5,VARCHAR2(1),nvarchar(1),,
R5FLEETBILLS,FBI_CODE,1,VARCHAR2(30),nvarchar(30),,
R5FLEETBILLSUBLINES,FBS_PK,1,VARCHAR2(30),nvarchar(30),,
R5FLEETBOOKLABOR,FLB_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5FLEETBOOKLABOR,FLB_ACT,2,"NUMBER(8,0)","numeric(8,0)",,
R5FLEETBOOKLABOR,FLB_PERSON,3,VARCHAR2(15),nvarchar(15),,
R5FLEETBOOKLABOR,FLB_SHIFTSCHEDULESESSION,4,"NUMBER(18,0)","numeric(18,0)",,
R5FLEETBOOKLABOR,FLB_MECHANICWORKBENCH,5,VARCHAR2(1),nvarchar(1),,
R5FLEETCUSTOMERCODES,FCD_PK,1,VARCHAR2(30),nvarchar(30),,
R5FLEETCUSTOMERS,FCU_CODE,1,VARCHAR2(30),nvarchar(30),,
R5FLEETCUSTOMERS,FCU_ORG,2,VARCHAR2(15),nvarchar(15),,
R5FLEETEXCEPTIONS,FEX_CODE,1,VARCHAR2(30),nvarchar(30),,
R5FLEETEXCEPTIONS,FEX_ORG,2,VARCHAR2(15),nvarchar(15),,
R5FLEETFUELCLASSES,FFC_CLASS,1,VARCHAR2(8),nvarchar(8),,
R5FLEETFUELCLASSES,FFC_CLASS_ORG,2,VARCHAR2(15),nvarchar(15),,
R5FLEETMARKUPCODES,FMC_CODE,1,VARCHAR2(15),nvarchar(15),,
R5FLEETMARKUPCODES,FMC_ORG,2,VARCHAR2(15),nvarchar(15),,
R5FLEETMARKUPRATES,FMR_MARKUPCODE,1,VARCHAR2(15),nvarchar(15),,
R5FLEETMARKUPRATES,FMR_MARKUPCODE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5FLEETMARKUPRATES,FMR_STARTDATE,3,DATE,datetime,,
R5FLEETMARKUPRATES,FMR_ORG,4,VARCHAR2(15),nvarchar(15),,
R5FLEETPARAMETERS,FPR_PK,1,VARCHAR2(1),nvarchar(1),,
R5FLEETTICKETEXCEPTIONS,FTE_PK,1,VARCHAR2(30),nvarchar(30),,
R5FLEETTICKETS,FTI_CODE,1,VARCHAR2(30),nvarchar(30),,
R5FLEETWOTYPES,FWT_WOTYPE,1,VARCHAR2(8),nvarchar(8),,
R5FLEXPYTHONALERT,FPY_ALERT,1,VARCHAR2(30),nvarchar(30),,
R5FLEXSQL,FLX_TABLE,1,VARCHAR2(32),varchar(32),,
R5FLEXSQL,FLX_TRIGGER,2,VARCHAR2(32),varchar(32),,
R5FLEXSQL,FLX_SEQ,3,NUMBER,"numeric(38,0)",,
R5FLEXTABLES,FLT_TABLE,1,VARCHAR2(32),nvarchar(32),,
R5FLEXTABLESNOTALLOWED,FXT_TABLE,1,VARCHAR2(30),nvarchar(30),,
R5FORGETME,FGM_PK,1,VARCHAR2(30),nvarchar(30),,
R5FORGETMEERRORS,FME_CODE,1,VARCHAR2(30),nvarchar(30),,
R5FORGETMEERRORS,FME_STATEMENT,2,"NUMBER(4,0)","numeric(4,0)",,
R5FORMLINKPARMS,FLP_CALLING,1,VARCHAR2(6),nvarchar(6),,
R5FORMLINKPARMS,FLP_CALLED,2,VARCHAR2(6),nvarchar(6),,
R5FORMLINKPARMS,FLP_FROMFIELD,3,VARCHAR2(40),nvarchar(40),,
R5FUELINVENTORY,FIN_CODE,1,VARCHAR2(30),nvarchar(30),,
R5FUELINVENTORYADJUSTMENTS,FIA_CODE,1,VARCHAR2(30),nvarchar(30),,
R5FUELINVENTORYTANKS,FIT_FUELINVENTORY,1,VARCHAR2(30),nvarchar(30),,
R5FUELINVENTORYTANKS,FIT_LINE,2,"NUMBER(8,0)","numeric(8,0)",,
R5FUELISSUES,FLI_CODE,1,VARCHAR2(30),nvarchar(30),,
R5FUELRECEIPTS,FLR_CODE,1,VARCHAR2(30),nvarchar(30),,
R5FUELS,FUE_CODE,1,VARCHAR2(30),nvarchar(30),,
R5FUNCTIONS,FUN_CODE,1,VARCHAR2(6),nvarchar(6),,
R5FUNCTIONTABGRIDS,FTG_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5FUNCTIONTABGRIDS,FTG_TAB,2,VARCHAR2(6),nvarchar(6),,
R5FUNCTIONTABGRIDS,FTG_GRIDID,3,"NUMBER(14,0)","numeric(14,0)",,
R5FUNCTIONTABS,FTB_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5FUNCTIONTABS,FTB_TAB,2,VARCHAR2(6),nvarchar(6),,
R5FUNCTIONUSERTABS,FUB_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5FUNCTIONUSERTABS,FUB_TAB,2,VARCHAR2(6),nvarchar(6),,
R5FUNCUSERS,FUS_USER,1,VARCHAR2(255),nvarchar(255),,
R5FUNCUSERS,FUS_FUNCTION,2,VARCHAR2(6),nvarchar(6),,
R5FUNCVIEWMAP,FVM_FUNCVIEW,1,VARCHAR2(50),nvarchar(50),,
R5FUNCVIEWMAP,FVM_GROUP,2,VARCHAR2(12),nvarchar(12),,
R5FUNNOPERM,FPN_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5FUTUREDUPLICATES,FDP_PPOPK,1,NUMBER,int,,
R5FUTUREDUPLICATES,FDP_SEQNO,2,"NUMBER(4,0)","numeric(4,0)",,
R5GENPRODREQPARAM,GPP_CODE,1,VARCHAR2(30),nvarchar(30),,
R5GENPRODREQWO,GPW_SESSIONID,1,NUMBER,"numeric(18,0)",,
R5GENPRODREQWO,GPW_EVENT,2,VARCHAR2(30),nvarchar(30),,
R5GISDATAMAPS,GMP_MAPPINGID,1,"NUMBER(38,0)","numeric(38,0)",,
R5GISMAPPARAMETERS,GSP_MAPCODE,1,VARCHAR2(30),nvarchar(30),,
R5GISMAPPARAMETERS,GSP_MAP_ORG,2,VARCHAR2(15),nvarchar(15),,
R5GISMAPPARAMETERS,GSP_PARAM,3,VARCHAR2(8),nvarchar(8),,
R5GISMAPS,GSM_CODE,1,VARCHAR2(30),nvarchar(30),,
