msds,partNumber,Original_FileName,legacy_part_number,Document,desc,tkd_trans,tkd_promptdata1,tkd_promptdata2,tkd_promptdata3,tkd_promptdata4,tkd_promptdata5,tkd_promptdata6,tkd_promptdata7,tkd_promptdata8
0681,14779,msds0681_202305022050.pdf,M18-62-0000-038,33322," PAINT, INTERIOR RED C/W",LDOC,,PART,PART,*,*,14779#BCRTC,+,+
0681,24338,msds0681_202305022050.pdf,M18-62-0000-066,33322," PAINT, INTERIOR BLUE C/W",LDOC,,PART,PART,*,*,24338#BCRTC,+,+
0683,24547,msds0683_202305022050.pdf,M40-85-0000-080,33324," REMOVER, GRAFFITI SAFEWI",LDOC,,PART,PART,*,*,24547#BCRTC,+,+
0687,21568,msds0687_202305022050.pdf,M40-85-0000-075,33327," SOLVENT, MIRACHEM",LDOC,,PART,PART,*,*,21568#BCRTC,+,+
0688,21544,msds0688_202305022050.pdf,M40-85-0000-074,33328," SOLVENT, MIRACLEAN 500 5",LDOC,,PART,PART,*,*,21544#BCRTC,+,+
0690,25004,msds0690_202305022050.pdf,M40-85-0000-083,33330," CLEANER, PARTS WASHER DR",LDOC,,PART,PART,*,*,25004#BCRTC,+,+
0691,20460,msds0691_202305022050.pdf,M40-85-0000-064,33331,"DEGREASER, ZEP ORANGE GEL",LDOC,,PART,PART,*,*,20460#BCRTC,+,+
0693,24471,msds0693_202305022050.pdf,M40-57-0000-075,33333," GREASE, MOBIL XHP222S",LDOC,,PART,PART,*,*,24471#BCRTC,+,+
0694,24470,msds0694_202305022050.pdf,M40-57-0000-074,33334," GREASE, MOBIL XHP222",LDOC,,PART,PART,*,*,24470#BCRTC,+,+
0695,24448,msds0695_202305022050.pdf,M43-17-0000-099,33335," THREADLOCKER, REMOVABLE",LDOC,,PART,PART,*,*,24448#BCRTC,+,+
0706,25490,msds0706_202305022050.pdf,F00-36-0636-006,33343," GREASE, CRANE CART 2 AXL",LDOC,,PART,PART,*,*,25490#BCRTC,+,+
0710,25123,msds0710_202305022043.pdf,M43-17-0000-104,33265," COMPOUND, RETAINING 680-",LDOC,,PART,PART,*,*,25123#BCRTC,+,+
0711,27076,msds0711_202305022043.pdf,M52-02-0000-104,33266," CLEANER, CLEAN AND GREEN",LDOC,,PART,PART,*,*,27076#BCRTC,+,+
0712,27100,msds0712_202305022043.pdf,M43-17-0000-109,33267,LOCTITE 603,LDOC,,PART,PART,*,*,27100#BCRTC,+,+
0721,24903,msds0721_202305022043.pdf,E04-90-0590-102,33276," OIL, HYD AW32 20L",LDOC,,PART,PART,*,*,24903#BCRTC,+,+
0724,29087,msds0724_202305022043.pdf,A04-01-0601-012,33279,"*BATTERY ASSY, MK3 C/W BM",LDOC,,PART,PART,*,*,29087#BCRTC,+,+
0726,14770,msds0726_202305022043.pdf,B00-07-0207-016,33281," KIT, SPLICE MULTI PR CAB",LDOC,,PART,PART,*,*,14770#BCRTC,+,+
0730,27434,msds0730_202305022043.pdf,E04-92-0592-182,33285," GREASE, MOBILITH SCH 460",LDOC,,PART,PART,*,*,27434#BCRTC,+,+
0737,27184,msds0737_202305022043.pdf,E04-86-0586-053,33292," OIL, LUBRICATION #2 1KG",LDOC,,PART,PART,*,*,27184#BCRTC,+,+
0738,27183,msds0738_202305022043.PDF,E04-86-0586-052,33293," OIL, MECH #68 4KG",LDOC,,PART,PART,*,*,27183#BCRTC,+,+
0739,28023,msds0739_202305022043.PDF,M40-08-0000-004,33294," ICE MELTER, ALASKAN PREM",LDOC,,PART,PART,*,*,28023#BCRTC,+,+
0743,28043,msds0743_202305022043.pdf,M52-02-0000-117,33298,SATIN FINISH FLOOR FINISH,LDOC,,PART,PART,*,*,28043#BCRTC,+,+
0745,27392,msds0745_202305022038.pdf,A11-02-0503-006,33215," SEALANT, SIKAFLEX-221 BL",LDOC,,PART,PART,*,*,27392#BCRTC,+,+
0746,27391,msds0746_202305022038.pdf,A11-02-0503-005,33216," SEALANT, SIKAFLEX-221 WH",LDOC,,PART,PART,*,*,27391#BCRTC,+,+
0747,28389,msds0747_202305022038.pdf,M43-17-0000-114,33217," SEALANT, SIKAFLEX 221 AL",LDOC,,PART,PART,*,*,28389#BCRTC,+,+
0748,12454,msds0748_202305022038.pdf,M40-85-0000-033,33218," BEADS, GLASS 50# BAG",LDOC,,PART,PART,*,*,12454#BCRTC,+,+
0753,28237,msds0753_202305022038.pdf,M18-62-0000-069,33223," PAINT, SKYTRAIN CHASSIS",LDOC,,PART,PART,*,*,28237#BCRTC,+,+
0763,27995,msds0763_202305022038.pdf,M43-17-0000-112,33233,"SEALANT, DYMONIC FC",LDOC,,PART,PART,*,*,27995#BCRTC,+,+
0769,25404,msds0769_202305022038.pdf,M38-40-0000-194,33239," SMOKE, IRRITANT FIT TEST",LDOC,,PART,PART,*,*,25404#BCRTC,+,+
0779,28238,msds0779_202305022038.pdf,M52-02-0000-126,33249," WIPES, BONDRITE AUTO PRE",LDOC,,PART,PART,*,*,28238#BCRTC,+,+
0793,25557,MSDS0793_202305022038.pdf,E03-75-0575-041,33263," BATTERY, UPS-2 9170+",LDOC,,PART,PART,*,*,25557#BCRTC,+,+
0800,27900,msds0800_202305022021.pdf,A06-03-0603-001,33072," GREASE, MK3 DOOR SCREW",LDOC,,PART,PART,*,*,27900#BCRTC,+,+
0801,27714,msds0801_202305022021.pdf,M40-57-0000-078,33073," GREASE, LAGERMEISTER 300",LDOC,,PART,PART,*,*,27714#BCRTC,+,+
0802,28023,msds0802_202305022021.pdf,M40-08-0000-004,33074," ICE MELT, TILSON BRAND",LDOC,,PART,PART,*,*,28023#BCRTC,+,+
0803,29769,msds0803_202305022021.pdf,A11-18-0403-018,33075," FILLER, FLOOR",LDOC,,PART,PART,*,*,29769#BCRTC,+,+
0804,23538,msds0804_202305022021.pdf,F00-40-0640-022,33076," SHOE, BRAKE SPEEDER 3 &",LDOC,,PART,PART,*,*,23538#BCRTC,+,+
0805,26413,msds0805_202305022021.pdf,F00-40-0640-030,33077,"SHOE, BRAKE SPEEDER 7 &8",LDOC,,PART,PART,*,*,26413#BCRTC,+,+
0806,30663,msds0806_202305022021.pdf,M18-64-0000-019,33078," BODY FILLER, 1 GALLON",LDOC,,PART,PART,*,*,30663#BCRTC,+,+
0807,30662,msds0807_202305022021.pdf,M18-64-0000-018,33079," PUTTY, GLAZING",LDOC,,PART,PART,*,*,30662#BCRTC,+,+
0808,30657,msds0808_202305022021.pdf,M38-03-0000-064,33080," SANITIZER, 1 GAL WITH PU",LDOC,,PART,PART,*,*,30657#BCRTC,+,+
0809,27889,msds0809_202305022021.pdf,M40-57-0000-080,33081," LUBRICANT, LIQUID WRENCH",LDOC,,PART,PART,*,*,27889#BCRTC,+,+
0814,31068,msds0814_202305022021.pdf,E04-98-0598-076,33086," CLEANER, HANDRAIL",LDOC,,PART,PART,*,*,31068#BCRTC,+,+
0815,31069,msds0815_202305022021.pdf,E04-98-0598-077,33087," SEALER, HANDRAIL",LDOC,,PART,PART,*,*,31069#BCRTC,+,+
0820,28160,msds0820_202305022021.pdf,F00-30-0630-055,33092," GREASE, GEARBOX",LDOC,,PART,PART,*,*,28160#BCRTC,+,+
0821,20184,msds0821_202305022021.pdf,G07-87-0787-020,33093," DISINFECTANT, BACTERIA K",LDOC,,PART,PART,*,*,20184#BCRTC,+,+
0822,20184,msds0822_202305022021.pdf,G07-87-0787-020,33094," DISINFECTANT, BACTERIA K",LDOC,,PART,PART,*,*,20184#BCRTC,+,+
0823,29768,msds0823_202305022021.pdf,A11-18-0403-017,33095," ADHESIVE, A0420",LDOC,,PART,PART,*,*,29768#BCRTC,+,+
0824,31353,msds0824_202305022021.pdf,M40-57-0000-088,33096," FLUID, BRAKE DOT 5 500ML",LDOC,,PART,PART,*,*,31353#BCRTC,+,+
0825,31461,msds0825_202305022021.pdf,M52-02-0000-131,33097,"CLEANER, MOLD CONTROL",LDOC,,PART,PART,*,*,31461#BCRTC,+,+
0828,31626,msds0828_202305022021.pdf,M52-02-0000-134,33100," CLEANER, OXIVIR PLUS DIS",LDOC,,PART,PART,*,*,31626#BCRTC,+,+
0830,23720,msds0830_202305031614.pdf,A11-19-0403-015,34000," ANTI SKID, BEHR FLOOR FI",LDOC,,PART,PART,*,*,23720#BCRTC,+,+
0831,2606,msds0831_202305031614.pdf,B01-20-0100-006,33979," PEN, BLACK NYLON MARKING",LDOC,,PART,PART,*,*,2606#BCRTC,+,+
0833,20184,msds0833_202305022021.pdf,G07-87-0787-020,33052," DISINFECTANT, BACTERIA K",LDOC,,PART,PART,*,*,20184#BCRTC,+,+
0834,5620,msds0834_202305022021.pdf,M18-62-0000-009,33053," PAINT, SPRAY YELLOW",LDOC,,PART,PART,*,*,5620#BCRTC,+,+
0835,31968,msds0835_202305022021.pdf,M40-57-0000-093,33054," LUBRICANT, MOLYKOTE 1000",LDOC,,PART,PART,*,*,31968#BCRTC,+,+
0838,20997,msds0838_202305022021.pdf,E04-90-0590-051,33057," EAM DEODORIZER, M-CHEM D",LDOC,,PART,PART,*,*,20997#BCRTC,+,+
0839,35171,msds0839_202305022021.pdf,M52-02-0000-137,33058," CLEANER, ODOR ELIMINATOR",LDOC,,PART,PART,*,*,35171#BCRTC,+,+
0840,5361,msds0840_202305022021.pdf,M52-02-0000-017,33059," SOAP, DISH DETERGENT 4.2",LDOC,,PART,PART,*,*,5361#BCRTC,+,+
0841,32011,msds0841_202305022021.PDF,A11-03-0603-011,33060," TEROSON, MS939NA BLACK",LDOC,,PART,PART,*,*,32011#BCRTC,+,+
0842,21802,msds0842_202305022021.pdf,A11-07-0111-005,33061," EPOXY, COLD CURE (2PART",LDOC,,PART,PART,*,*,21802#BCRTC,+,+
0843,31672,msds0843_202305022021.PDF,G05-45-0745-056,33062," OIL, HYDRAULIC S2V46",LDOC,,PART,PART,*,*,31672#BCRTC,+,+
0844,31668,msds0844_202305022021.pdf,M95-70-0000-087,33063," SOLDER, 63/37 0.381 MM",LDOC,,PART,PART,*,*,31668#BCRTC,+,+
0845,9667,msds0845_202305022021.pdf,M52-02-0000-002,33064," CLEANER, PRECISION CLEAN",LDOC,,PART,PART,*,*,9667#BCRTC,+,+
